Day,Campaign status,Campaign,Budget,Currency code,Cost,Impr.,Clicks,Campaign ID
2026-05-27,Enabled,Brand Search,40.00,USD,40.55,824,43,11100000001
2026-05-27,Enabled,Shopping - All,120.00,USD,125.46,10588,206,11100000002
2026-05-27,Enabled,Performance Max,85.00,USD,100.97,15001,211,11100000003
2026-05-27,Enabled,Display Remarketing,25.00,USD,28.08,29327,125,11100000004
2026-05-27,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-05-28,Enabled,Brand Search,40.00,USD,41.42,760,43,11100000001
2026-05-28,Enabled,Shopping - All,120.00,USD,134.31,10130,212,11100000002
2026-05-28,Enabled,Performance Max,85.00,USD,87.42,13036,166,11100000003
2026-05-28,Enabled,Display Remarketing,25.00,USD,26.94,30283,118,11100000004
2026-05-28,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-05-29,Enabled,Brand Search,40.00,USD,46.78,816,44,11100000001
2026-05-29,Enabled,Shopping - All,120.00,USD,128.71,8955,208,11100000002
2026-05-29,Enabled,Performance Max,85.00,USD,85.38,14948,195,11100000003
2026-05-29,Enabled,Display Remarketing,25.00,USD,27.59,31665,133,11100000004
2026-05-29,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-05-30,Enabled,Brand Search,40.00,USD,33.67,654,33,11100000001
2026-05-30,Enabled,Shopping - All,120.00,USD,100.78,9002,173,11100000002
2026-05-30,Enabled,Performance Max,85.00,USD,64.51,8193,122,11100000003
2026-05-30,Enabled,Display Remarketing,25.00,USD,18.68,18659,82,11100000004
2026-05-30,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-05-31,Enabled,Brand Search,40.00,USD,32.31,631,35,11100000001
2026-05-31,Enabled,Shopping - All,120.00,USD,104.32,7911,182,11100000002
2026-05-31,Enabled,Performance Max,85.00,USD,69.21,9306,141,11100000003
2026-05-31,Enabled,Display Remarketing,25.00,USD,21.78,25069,99,11100000004
2026-05-31,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-06-01,Enabled,Brand Search,40.00,USD,45.66,940,50,11100000001
2026-06-01,Enabled,Shopping - All,120.00,USD,130.46,9231,208,11100000002
2026-06-01,Enabled,Performance Max,85.00,USD,103.10,15919,236,11100000003
2026-06-01,Enabled,Display Remarketing,25.00,USD,25.23,27656,114,11100000004
2026-06-01,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-06-02,Enabled,Brand Search,40.00,USD,48.02,1009,52,11100000001
2026-06-02,Enabled,Shopping - All,120.00,USD,121.49,10270,207,11100000002
2026-06-02,Enabled,Performance Max,85.00,USD,97.26,14448,222,11100000003
2026-06-02,Enabled,Display Remarketing,25.00,USD,25.85,35084,129,11100000004
2026-06-02,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
2026-06-03,Enabled,Brand Search,40.00,USD,46.09,815,44,11100000001
2026-06-03,Enabled,Shopping - All,120.00,USD,140.42,9602,209,11100000002
2026-06-03,Enabled,Performance Max,85.00,USD,90.09,12382,174,11100000003
2026-06-03,Enabled,Display Remarketing,25.00,USD,26.01,27162,117,11100000004
2026-06-03,Paused,Video Awareness,30.00,USD,0.00,0,0,11100000005
